referralId,stats.tipCount,stats.usersCount,stats.checkinsCount,verified,location.country,location.cc,location.distance,location.lng,location.lat,name,id,categories.primary,categories.icon.suffix,categories.icon.prefix,categories.shortName,categories.pluralName,categories.name,categories.id,allowMenuUrlEdit,venueChains.id,url,location.city,location.state,location.postalCode,location.crossStreet,storeId,location.neighborhood,menu.mobileUrl,menu.url,menu.anchor,menu.label,menu.type,menu.externalUrl,hasMenu
v-1461328368,4,17,17,false,United Kingdom,GB,34186,-2.7106782437751678,51.38669585168347,Costa Coffee,5594d947498e38571f43758e,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Bristol,South Gloucestershire,TA6 6TS,,,,,,,,,,
v-1461328368,4,335,500,false,United Kingdom,GB,41278,-2.585810422897339,51.45775737502683,Costa Coffee,4b9bc1c5f964a520b42136e3,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Bristol,Somerset,BS1 5LW,,,,,,,,,,
v-1461328368,3,104,421,false,United Kingdom,GB,41027,-3.003155052750934,51.12841960272168,Costa Coffee,4ba389f7f964a520974538e3,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,South Gloucestershire,Bristol,BS6 7XW,,,,,,,,,,
v-1461328368,1,448,983,false,United Kingdom,GB,41106,-2.58827805519104,51.45791113082951,Costa Coffee,4c0bb811340720a1c0788893,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Bridgwater,Bristol,BS34 7JL,,,,,,,,,,
v-1461328368,8,255,598,false,United Kingdom,GB,55230,-3.945597971365929,51.619715152619236,Costa Coffee,4c35a33866e40f472d70cb8b,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Bristol,Bristol,BS16 7AE,,,,,,,,,,
v-1461328368,3,130,186,false,United Kingdom,GB,36257,-2.765708863735199,51.281950849778326,Costa Coffee,4e01f8051f6ef39c2944b70f,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Bristol,South Gloucestershire,BA1 1QH,,,,,,,,,,
v-1461328368,3,240,539,false,United Kingdom,GB,39744,-2.6080191135406494,51.45728941939694,Costa Coffee,4b6d8d4df964a520177c2ce3,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Bristol,South Gloucestershire,BA16 0FB,,,,,,,,,,
v-1461328368,1,20,36,false,United Kingdom,GB,40854,-2.591942028725129,51.45771247805969,Costa Coffee,55917130498eb105e0509493,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Filton,Bath and North East Somerset,TA1 1JW,,,,,,,,,,
v-1461328368,2,271,481,false,United Kingdom,GB,40717,-2.597027930026567,51.525853880196586,Costa Coffee,4cf0ef72cc61a35d83c2119e,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,South Gloucestershire,Somerset,TA3 7PF,,,,,,,,,,
v-1461328368,3,302,430,false,United Kingdom,GB,43718,-2.9953622817993164,51.104626764308534,Costa Coffee,4c99a6e1b8e9224bb234473d,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Bath,Bath and North East Somerset,,,,,,,,,,,
v-1461328368,2,258,715,false,United Kingdom,GB,40172,-2.602767,51.449807,Costa Coffee,4b7e4505f964a520cce72fe3,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Street,Somerset,,,,,,,,,,,
v-1461328368,2,27,106,false,United Kingdom,GB,40484,-2.5960779190063477,51.48585933860121,Costa Coffee,4b5ad019f964a520c7d528e3,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Bath,Somerset,,,,,,,,,,,
v-1461328368,1,59,114,false,United Kingdom,GB,40709,-2.593029,51.471155,Costa Coffee,4f00791dc5126f14b80b6577,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Taunton,Somerset,,,,,,,,,,,
v-1461328368,3,4,27,false,United Kingdom,GB,43107,-2.559183146119814,51.50336774639219,Costa Coffee,52d3ea5311d281f715fd99e4,true,.png,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_,Coffee Shop,Coffee Shops,Coffee Shop,4bf58dd8d48988d1e0931735,true,5569efbaa7c8896abe7bf070,http://www.costa.co.uk,Taunton,,,,,,,,,,,,
